date,gold_price_lkr,gold_price_usd,gold_reserves_us,silver_price,s&p_500,ny_stock_ex_rate,inflation_rate_us,fed_rate,buying_exchange_rates,selling_exchange_rates
1/11/2021,360641.3003,1795.1,1.6,24.06,4613.669922,17131.08008,6.8,0.08,198.5008,202.9992
2/11/2021,362714.6043,1788.7,1.55,23.5,4630.649902,17115.16992,6.8,0.08,198.5008,202.9992
3/11/2021,360792.8031,1763.6,1.63,23.23,4660.569824,17209.75,6.8,0.08,198.5008,202.9992
4/11/2021,,1793,1.72,23.91,4680.060059,17168.86914,6.8,0.08,,
5/11/2021,363699.6537,1816.4,1.58,24.15,4697.529785,17242.35938,6.8,0.08,198.5008,202.9992
8/11/2021,364533.6979,1827.4,1.6,24.54,4701.700195,17310.50977,6.8,0.08,198.5008,202.9992
9/11/2021,368684.5247,1830.2,1.55,24.31,4685.25,17286.91016,6.8,0.08,198.5008,202.9992
10/11/2021,369988.7602,1847.6,1.555,24.77,4646.709961,17192.0293,6.8,0.08,198.5008,202.9992
11/11/2021,371475.8119,1863.2,1.51,25.3,4649.27002,17220.41016,6.8,0.08,198.5008,202.9992
12/11/2021,375906.5668,1867.9,1.44,25.34,4682.850098,17297.66016,6.8,0.08,198.5008,202.9992
15/11/2021,375757.4363,1866.1,1.48,25.11,4682.799805,17285.55078,6.8,0.08,198.5008,202.9992
16/11/2021,377400.3452,1853.6,1.45,24.94,4700.899902,17302.78906,6.8,0.08,198.5008,202.9992
17/11/2021,373359.0145,1869.7,1.41,25.17,4688.669922,17192.66016,6.8,0.08,198.5008,202.9992
18/11/2021,,1861,1.4,24.9,4704.540039,17117.74023,6.8,0.08,,
19/11/2021,376442.0766,1851.2,1.35,24.78,4697.959961,16973.96094,6.8,0.08,198.5008,202.9992
22/11/2021,373401.729,1806,1.35,24.3,4682.939941,16945.7793,6.8,0.08,198.5008,202.9992
23/11/2021,366282.1274,1783.5,1.336,23.43,4690.700195,17007.90039,6.8,0.08,198.5008,202.9992
24/11/2021,360174.2915,1784.1,1.31,23.5,4701.459961,17036.81055,6.8,0.08,198.5008,202.9992
25/11/2021,360440.4468,1778.4176,1.3492,24.182,4695.520019,17016.43828,6.8,0.08,198.5008,202.9992
26/11/2021,360578.9055,1785.3,1.3,23.11,4594.620117,16624.86914,6.8,0.08,198.5008,202.9992
29/11/2021,361854.3405,1782.3,1.32,22.8,4655.27002,16683.98047,6.8,0.08,198.5008,202.9992
30/11/2021,361493.1057,1773.6,1.32,22.76,4567,16318.96973,6.8,0.07,198.5008,202.9992
1/12/2021,359368.5773,1781.6,1.25,22.3,4513.040039,16133.88965,7,0.08,198.5008,202.9992
2/12/2021,359702.7776,1760.7,1.31,22.28,4577.100098,16475.25,7,0.08,198.5008,202.9992
3/12/2021,355089.2498,1782,1.408,22.44,4538.430176,16347.87012,7,0.08,198.5008,202.9992
6/12/2021,361316.5913,1777.5,1.331,22.23,4591.669922,16591.9707,7,0.08,198.5008,202.9992
7/12/2021,356151.8067,1782.6,1.34,22.49,4686.75,16853.57031,7,0.08,198.5008,202.9992
8/12/2021,360830.9716,1783.4,1.34,22.39,4701.209961,16899.91992,7,0.08,198.5008,202.9992
9/12/2021,358917.0198,1774.6,1.31,21.97,4667.450195,16780.4707,7,0.08,198.5008,202.9992
10/12/2021,357741.4044,1782.9,1.3,22.16,4712.02002,16856.63086,7,0.08,198.5008,202.9992
13/12/2021,359799.357,1786.3,1,22.29,4668.970215,16719.57031,7,0.08,198.5008,202.9992
14/12/2021,361058.9448,1770.4,1.09,21.89,4634.089844,16652.58008,7,0.08,198.5008,202.9992
15/12/2021,357788.6022,1762.6,1.05,21.51,4709.850098,16813.57031,7,0.08,198.5008,202.9992
16/12/2021,357680.2482,1796.6,1.05,22.45,4668.669922,16849.08984,7,0.08,198.5008,202.9992
17/12/2021,363292.1121,1803.8,1.05,22.51,4620.640137,16668.64063,7,0.08,198.5008,202.9992
20/12/2021,365532.965,1793.7,1.06,22.27,4568.02002,16442.31055,7,0.08,198.5008,202.9992
21/12/2021,360955.7951,1787.9,1.07,22.5,4649.22998,16744.26953,7,0.08,198.5008,202.9992
22/12/2021,360158.2469,1801.6,1.07,22.79,4696.560059,16874.88086,7,0.08,198.5008,202.9992
23/12/2021,362529.1824,1811.2,1.18,22.93,4725.790039,16963.43945,7,0.08,198.5008,202.9992
24/12/2021,364066.4298,1809.1768,1.086,22.6,4652.048047,16738.7082,7,0.08,198.5008,202.9992
27/12/2021,363783.1354,1808.1,1.18,22.98,4791.189941,17141.08984,7,0.08,198.5008,202.9992
28/12/2021,364536.4166,1810.2,1.151,23.11,4786.350098,17134.16016,7,0.08,198.5008,202.9992
29/12/2021,362873.3501,1805.1,1.12,22.85,4793.060059,17149.92969,7,0.08,198.5008,202.9992
30/12/2021,365943.025,1812.7,1.15,23.03,4778.72998,17164.24023,7,0.08,198.5008,202.9992
31/12/2021,363794.3622,1827.5,1.19,23.33,4766.180176,17164.13086,7,0.07,198.5008,202.9992
3/1/2022,366331.8541,1799.4,1.35,22.79,4796.560059,17226.09961,7.5,0.08,198.5008,202.9992
4/1/2022,361395,1814,1.23,23.04,4793.540039,17336.75977,7.5,0.08,198.5008,202.9992
5/1/2022,366167.7737,1824.6,1.16,23.15,4700.580078,17112.59961,7.5,0.08,198.5008,202.9992
6/1/2022,363700.8582,1788.7,1.14,22.17,4696.049805,17156.51953,7.5,0.08,198.5008,202.9992
7/1/2022,360489.7804,1797,1.2,22.39,4677.029785,17166.2793,7.5,0.08,198.5008,202.9992
10/1/2022,362433.6741,1790.4,1.12,22.45,4670.290039,17119.56055,7.5,0.08,198.5008,202.9992
11/1/2022,362996.0905,1818.6,1.12,22.81,4713.069824,17294.53906,7.5,0.08,198.5008,202.9992
12/1/2022,365731.9862,1827.2,1.15,23.2,4726.350098,17353.75977,7.5,0.08,198.5008,202.9992
13/01/2022,368174.8073,1821.2,1.11,23.16,4659.029785,17259.01953,7.5,0.08,198.5008,202.9992
14/01/2022,,1816.5,1.131,22.91,4662.850098,17219.06055,7.5,0.08,,
17/01/2022,,1831.464,1.1262,22.906,4686.317969,17249.18789,7.5,0.08,,
18/01/2022,367898.9144,1812.3,1.14,23.49,4577.109863,16950.91016,7.5,0.08,198.5008,202.9992
19/01/2022,366147.1999,1843.1,1.13,24.23,4532.759766,16818.98047,7.5,0.08,198.5008,202.9992
20/01/2022,369878.2094,1842.5,1.14,24.71,4482.72998,16663.76953,7.5,0.08,198.5008,202.9992
21/01/2022,373065.0688,1831.8,1.11,24.31,4397.939941,16397.33984,7.5,0.08,198.5008,202.9992
24/01/2022,370986.13,1841.7,1.11,23.8,4410.129883,16413.9707,7.5,0.08,198.5008,202.9992
25/01/2022,371918.2306,1852.7,1.11,23.9,4356.450195,16340.32031,7.5,0.08,198.5008,202.9992
26/01/2022,372481.5727,1829.9,1.12,23.81,4349.930176,16236.50977,7.5,0.08,198.5008,202.9992
27/01/2022,366979.8539,1793.3,1.23,22.67,4326.509766,16152.12012,7.5,0.08,198.5008,202.9992
28/01/2022,361856.5697,1784.9,1.15,22.3,4431.850098,16397.85938,7.5,0.08,198.5008,202.9992
31/01/2022,359927.6811,1795,1.05,22.4,4515.549805,16659.76953,7.5,0.08,198.5008,202.9992
1/2/2022,362916.8635,1800.3,1.05,22.6,4546.540039,16829.7207,7.9,0.08,198.5008,202.9992
2/2/2022,362418.927,1809.2,1.055,22.71,4589.379883,16904.51953,7.9,0.08,198.5008,202.9992
3/2/2022,364172.3264,1803,1.055,22.38,4477.439941,16677.39063,7.9,0.08,198.5008,202.9992
4/2/2022,,1806.6,1.03,22.48,4500.529785,16701.58008,7.9,0.08,,
7/2/2022,365726.05,1820.6,1.03,23.08,4483.870117,16722.75977,7.9,0.08,198.5008,202.9992
8/2/2022,368772.1754,1826.6,1.03,23.19,4521.540039,16853.71094,7.9,0.08,198.5008,202.9992
9/2/2022,369338.8405,1835.2,1.03,23.34,4587.180176,17069.66016,7.9,0.08,198.5008,202.9992
10/2/2022,370349.9251,1836.2,1.05,23.52,4504.080078,16855.96094,7.9,0.08,198.5008,202.9992
11/2/2022,368768.17,1840.8,1.06,23.37,4418.640137,16664.99023,7.9,0.08,198.5008,202.9992
14/02/2022,373541.6726,1868,1.04,23.84,4401.669922,16531.31055,7.9,0.08,198.5008,202.9992
15/02/2022,376213.0467,1854.8,1.02,23.34,4471.069824,16745.83008,7.9,0.08,198.5008,202.9992
16/02/2022,,1870.2,1.095,23.6,4475.009766,16770.35938,7.9,0.08,,
17/02/2022,377515.9905,1900.7,1,23.87,4380.259766,16492.05078,7.9,0.08,198.5008,202.9992
18/02/2022,382119.9492,1898.6,0.943,23.99,4348.870117,16392.32031,7.9,0.08,198.5008,202.9992
21/02/2022,382972.9911,1910.5616,1.0196,23.728,4415.375879,16586.37422,7.9,0.08,198.5008,202.9992
22/02/2022,385633.15,1906.1,0.934,24.31,4304.759766,16215.62012,7.9,0.08,198.5008,202.9992
23/02/2022,382054.2875,1909.2,1.05,24.56,4225.5,16019.58008,7.9,0.08,198.5008,202.9992
24/02/2022,385184.8164,1925.1,0.97,24.69,4288.700195,15995.99023,7.9,0.08,198.5008,202.9992
25/02/2022,387214.0958,1886.5,1.06,24,4384.649902,16427.96094,7.9,0.08,198.5008,202.9992
28/02/2022,384052.2354,1899.4,1.15,24.36,4373.939941,16313.88965,7.9,0.08,198.5008,202.9992
1/3/2022,,1942.4,1.06,25.53,4306.259766,16069.16016,8.5,0.08,,
2/3/2022,391394.2215,1920.9,1,25.18,4386.540039,16380.91016,8.5,0.08,198.5008,202.9992
3/3/2022,389656.99,1934.4,1.088,25.2,4363.490234,16287.49023,8.5,0.08,198.5008,202.9992
4/3/2022,390696.3954,1965.1,1.05,25.78,4328.870117,16129.66016,8.5,0.08,198.5008,202.9992
7/3/2022,402149.5078,1993.9,1.05,25.71,4201.089844,15708.23047,8.5,0.08,198.5008,202.9992
8/3/2022,401727.406,2040.1,1.06,26.89,4170.700195,15625.92969,8.5,0.08,225.2013,229.9987
9/3/2022,470485.3275,1985.9,0.82,25.76,4277.879883,15977.54004,8.5,0.08,225.2013,229.9987
10/3/2022,452625.1616,1998.1,0.713,26.2,4259.52002,15929.55957,8.5,0.08,249.9603,259.9999
11/3/2022,502614.1654,1982.7,0.69,26.11,4204.310059,15753.7002,8.5,0.08,249.9603,259.9999
14/03/2022,497107.3938,1959.6,0.67,25.24,4173.109863,15694.34961,8.5,0.08,249.9603,259.9999
15/03/2022,511777.9051,1928.5,0.67,25.12,4262.450195,15895.66992,8.5,0.08,259.762,269.9952
16/03/2022,515218.0169,1908,0.7,24.67,4357.859863,16261.5,8.5,0.08,264.6677,274.9979
17/03/2022,,1942.1,0.767,25.58,4411.669922,16483.58008,8.5,0.33,,
18/03/2022,518656.5569,1928.2,0.735,25.06,4463.120117,16612.64063,8.5,0.33,264.6677,274.9979
21/03/2022,529777.875,1928.6,0.729,25.28,4461.180176,16606.66992,8.5,0.33,264.6677,274.9979
22/03/2022,541123.8,1920.7,0.686,24.89,4511.609863,16735.48047,8.5,0.33,272.0686,282.4956
23/03/2022,539103.2437,1936.6,0.69,25,4456.240234,16558.5293,8.5,0.33,274.9957,284.9983
24/03/2022,543856.6,1961.6,0.674,25.9,4520.160156,16701.82031,8.5,0.33,279.9056,289.996
25/03/2022,569578.85,1953.8,0.675,25.59,4543.060059,16792.80078,8.5,0.33,284.8205,294.9987
28/03/2022,574607.2926,1939.6,0.67,25.18,4575.52002,16798.7207,8.5,0.33,288.7475,298.9958
29/03/2022,568294.6286,1912,0.67,24.72,4631.600098,17014.75977,8.5,0.33,288.7475,298.9958
30/03/2022,589041.4516,1933.5,0.763,25.1,4602.450195,16932.75977,8.5,0.33,288.7475,298.9958
31/03/2022,576139.0187,1949.2,0.73,25.12,4530.410156,16670.91016,8.5,0.33,288.7475,298.9958
1/4/2022,578835.012,1919.1,0.73,24.64,4545.859863,16787.75,8.3,0.33,289.2425,299.4908
4/4/2022,596766.3634,1929.2,0.7,24.58,4582.640137,16829.75,8.3,0.33,289.7255,299.9914
5/4/2022,593692.856,1922.9,0.685,24.53,4525.120117,16645.05078,8.3,0.33,293.2305,303.4964
6/4/2022,591941.5361,1918.4,0.72,24.45,4481.149902,16587.09961,8.3,0.33,298.1064,308.4951
7/4/2022,576208.1447,1933.8,0.72,24.73,4500.209961,16631.44922,8.3,0.33,309.3802,319.9971
8/4/2022,577457.205,1941.6,0.72,24.82,4488.279785,16689.94922,8.3,0.33,310.8802,321.4971
11/4/2022,605318.0429,1944.3,0.707,24.98,4412.529785,16534.19922,8.3,0.33,316.795,327.4999
12/4/2022,613643.7092,1972.1,0.72,25.73,4397.450195,16465.99023,8.3,0.33,319.205,329.9975
13/04/2022,,1981,0.685,26.02,4446.589844,16614.78906,8.3,0.33,,
14/04/2022,,1970.9,0.722,25.69,4392.589844,16511.50977,8.3,0.33,,
15/04/2022,,1960.4184,0.7108,25.448,4427.487891,16563.2875,8.3,0.33,,
18/04/2022,622363.6255,1982.9,0.731,26.14,4391.689941,16466.21094,8.3,0.33,322.7201,334.9975
19/04/2022,612806.45,1955.7,0.737,25.39,4462.209961,16658.90039,8.3,0.33,327.5,339.9979
20/04/2022,603379.35,1952.3,0.738,25.27,4459.450195,16761.34961,8.3,0.33,327.5,339.9979
21/04/2022,654404.075,1944.9,0.735,24.62,4393.660156,16499.33008,8.3,0.33,327.5,339.9979
22/04/2022,652885.8298,1931,0.735,24.26,4271.779785,16056.87012,8.3,0.33,327.5,339.9979
25/04/2022,643935.906,1893.2,0.685,23.67,4296.120117,16054.75977,8.3,0.33,330,342.4979
26/04/2022,647700.616,1901.4,0.685,23.54,4175.200195,15694.24023,8.3,0.33,333.8875,346.4956
27/04/2022,642461.0965,1885.9,0.677,23.46,4183.959961,15741.82031,8.3,0.33,337.8229,350.4972
28/04/2022,643701.8408,1888.7,0.645,23.13,4287.5,16032.67969,8.3,0.33,342.1673,354.996
29/04/2022,649916.6738,1909.3,0.645,23.04,4131.930176,15615.25,8.3,0.33,347.0597,359.9987
2/5/2022,,1861.8,0.645,22.54,4155.379883,15609.28027,8.6,0.33,,
3/5/2022,,1868.8,0.674,22.62,4175.47998,15729.53027,8.6,0.33,,
4/5/2022,633019.973,1867,0.674,22.36,4300.169922,16119.61035,8.6,0.33,350.0597,362.9987
5/5/2022,664815.2485,1874,0.693,22.4,4146.870117,15652.61035,8.6,0.83,356.8395,369.9991
6/5/2022,671177.6697,1881.2,0.705,22.33,4123.339844,15566.55957,8.6,0.83,361.727,374.9967
9/5/2022,684258.7554,1857.1,0.705,21.78,3991.23999,15057.87012,8.6,0.83,361.727,374.9967
10/5/2022,678433.5382,1839.9,0.705,21.39,4001.050049,15025.74023,8.6,0.83,,
11/5/2022,670120.6578,1852.6,0.705,21.55,3935.179932,14902.13965,8.6,0.83,361.727,374.9967
12/5/2022,668628,1823.8,0.692,20.76,3930.080078,14931.09961,8.6,0.83,364.227,377.4967
13/05/2022,657106.2,1807.4,0.692,20.98,4023.889893,15257.36035,8.6,0.83,355.016,364.984
16/05/2022,,1813.5,0.692,21.53,4008.01001,15259.82031,8.6,0.83,,
17/05/2022,656919.6888,1818.2,0.77,21.74,4088.850098,15541.91016,8.6,0.83,354.7678,364.7323
18/05/2022,651996.8973,1815.9,0.784,21.53,3923.679932,15044.51953,8.6,0.83,354.6684,364.6316
19/05/2022,652782.8003,1841.2,0.725,21.9,3900.790039,15035.87012,8.6,0.83,354.5691,364.5309
20/05/2022,660443.6464,1841.8,0.72,21.67,3901.360107,15080.98047,8.6,0.83,354.4897,364.4504
23/05/2022,665733.5924,1847.8,0.845,21.72,3973.75,15342.95996,8.6,0.83,354.4599,364.4202
24/05/2022,664819.3868,1865.1,0.85,22.06,3941.47998,15290.37988,8.6,0.83,354.4003,364.3597
25/05/2022,669218.1539,1846.2,0.762,21.86,3978.72998,15412.19043,8.6,0.83,354.4003,364.3597
26/05/2022,665551.3405,1847.4,0.762,21.94,4057.840088,15664,8.6,0.83,354.728,364.692
27/05/2022,665950.7063,1851.3,0.808,22.06,4158.240234,15942.62012,8.6,0.83,354.2712,364.2289
30/05/2022,670856.6694,1849.1472,0.8054,21.928,4022.008056,15530.43008,8.6,0.83,355.7708,365.7493
31/05/2022,667519.6394,1842.7,0.727,21.65,4132.149902,15827.04981,8.6,0.83,355.7708,365.7493
1/6/2022,661364.3922,1843.3,0.73,21.88,4101.22998,15709.61035,9.1,0.83,355.1253,365.0948
2/6/2022,665341.257,1866.5,0.8,22.25,4176.819824,15960.53027,9.1,0.83,355.6119,365.5882
3/6/2022,674537.4465,1845.4,0.8,21.89,4108.540039,15797.16992,9.1,0.83,355.314,365.2861
6/6/2022,668110.8348,1839.2,0.695,22.07,4121.430176,15848.4502,9.1,0.83,355.2941,365.266
7/6/2022,663214.6663,1847.5,0.695,22.16,4160.680176,16019.55957,9.1,0.83,356.0968,366.2398
8/6/2022,665821.853,1851.9,0.695,22.07,4115.77002,15843.83008,9.1,0.83,355.6855,366.5762
9/6/2022,666585.4131,1848.8,0.8,21.8,4017.820068,15472.45996,9.1,0.83,355.8183,366.7956
10/6/2022,664350.911,1871.5,0.902,21.91,3900.860107,15096.69043,9.1,0.83,355.6074,366.5287
13/06/2022,669519.3625,1828,0.928,21.24,3749.629883,14527.90039,9.1,0.83,355.7263,366.5254
14/06/2022,,1809.5,0.745,20.94,3735.47998,14444.63965,9.1,0.83,,
15/06/2022,654547.3583,1815.3,0.798,21.4,3789.98999,14595.23047,9.1,0.83,355.7074,366.5065
16/06/2022,659009.0844,1845.7,0.74,21.87,3666.77002,14142.19043,9.1,1.58,355.6785,366.4915
17/06/2022,663582.2588,1835.6,0.74,21.57,3674.840088,14097.04981,9.1,1.58,355.5141,366.3277
20/06/2022,663006.1913,1826.9088,0.7902,21.404,3723.341992,14361.40215,9.1,1.58,356.2897,366.838
21/06/2022,666291.0463,1834.6,0.78,21.75,3764.790039,14414.25,9.1,1.58,357.2826,367.7352
22/06/2022,659292.0298,1834.3,0.74,21.41,3759.889893,14352.78027,9.1,1.58,356.4424,367.1121
23/06/2022,661636.1655,1825.7,0.785,21.03,3795.72998,14402.12012,9.1,1.58,356.6729,367.3982
24/06/2022,657527.6835,1826.5,0.86,21.12,3911.73999,14811.54981,9.1,1.58,356.1255,367.1686
27/06/2022,661400.9085,1820.9,0.74,21.16,3900.110107,14835.29981,9.1,1.58,356.2373,367.4039
28/06/2022,656245.259,1817.5,0.79,20.8,3821.550049,14667.32031,9.1,1.58,356.0634,367.2255
29/06/2022,655461.9994,1813.7,0.75,20.67,3818.830078,14599.58984,9.1,1.58,355.8173,367.0703
30/06/2022,655624.3054,1804.1,0.771,20.28,3785.379883,14487.63965,9.1,1.58,355.7601,367.1246
1/7/2022,649205.2778,1798.9,0.771,19.6,3825.330078,14636.75977,8.5,1.58,356.4236,367.2423
4/7/2022,651045.625,1739.4752,0.7644,20.502,3830.240039,14645.32188,8.5,1.58,356.5951,367.3155
5/7/2022,651358.6458,1761.8,0.771,19.05,3831.389893,14499.49023,8.5,1.58,355.9533,367.2998
6/7/2022,637359.5125,1734.9,0.8,19.08,3845.080078,14465.29004,8.5,1.58,356.0489,367.3317
7/7/2022,627886.3353,1737.9,0.771,19.12,3902.620117,14676.5,8.5,1.58,356.8065,368.0616
8/7/2022,628253.4862,1740.6,0.807,19.17,3899.379883,14642.33008,8.5,1.58,356.8217,367.6651
11/7/2022,629690.3168,1730,0.8,19.07,3854.429932,14502.42969,8.5,1.58,357.7933,368.3974
12/7/2022,626211.3321,1723.3,0.832,18.9,3818.800049,14395.04004,8.5,1.58,356.9558,368.3011
13/07/2022,,1734.2,0.85,19.14,3801.780029,14340.28027,8.5,1.58,,
14/07/2022,625587.6685,1704.5,0.9,18.17,3790.379883,14171.24023,8.5,1.58,358.1456,368.7594
15/07/2022,619784.8866,1702.4,0.9,18.55,3863.159912,14449.67969,8.5,1.58,357.9486,368.5245
18/07/2022,618718.67,1709.2,0.819,18.79,3830.850098,14403.17969,8.5,1.58,357.6061,368.3433
19/07/2022,616796.9766,1710,0.819,18.67,3936.689941,14766.59961,8.5,1.58,357.8593,368.4926
20/07/2022,619190.329,1699.5,0.73,18.64,3959.899902,14778.46973,8.5,1.58,358.5352,368.9001
21/07/2022,612271.5047,1712.7,0.823,18.69,3998.949951,14871.12988,8.5,1.58,358.3145,368.9187
22/07/2022,619699.9535,1727.1,0.825,18.58,3961.629883,14790.79004,8.5,1.58,357.9442,368.6321
25/07/2022,623058.9896,1719,0.825,18.29,3966.840088,14899.08984,8.5,1.58,357.4611,368.5067
26/07/2022,623156.395,1717.7,0.88,18.49,3921.050049,14793.54981,8.5,1.58,357.5189,368.5144
27/07/2022,619841.2057,1719.1,0.88,18.55,4023.610107,15031.04004,8.5,1.58,357.4406,368.4922
28/07/2022,626347.635,1750.3,0.88,19.83,4072.429932,15198.80957,8.5,2.33,357.4406,368.4922
29/07/2022,632998.344,1762.9,0.87,20.16,4130.290039,15327.70996,8.5,2.32,357.1697,368.4121
1/8/2022,637002.55,1769,0.87,20.32,4118.629883,15286.00977,8.3,2.33,357.2753,368.5064
2/8/2022,641386.895,1771.1,0.872,20.1,4091.189941,15162.67969,8.3,2.33,357.3077,368.5388
3/8/2022,637121.7577,1758,0.88,19.86,4155.169922,15267.16016,8.3,2.33,357.2223,368.4999
4/8/2022,638107.0841,1788.5,0.88,20.1,4151.939941,15224.20996,8.3,2.33,357.2279,368.5416
5/8/2022,645603.4152,1772.9,0.88,19.82,4145.189941,15273.23047,8.3,2.33,357.1997,368.5198
8/8/2022,640465.1,1786.8,0.88,20.59,4140.060059,15305.79981,8.3,2.33,357.1491,368.4698
9/8/2022,644037.8749,1794,0.88,20.46,4122.470215,15264.79004,8.3,2.33,357.2995,368.6127
10/8/2022,647553.4666,1795.6,0.88,20.72,4210.240234,15552.7002,8.3,2.33,357.3007,368.6127
11/8/2022,,1789.7,0.895,20.33,4207.27002,15602.92969,8.3,2.33,,
12/8/2022,644757.7948,1798.6,0.895,20.68,4280.149902,15804.37988,8.3,2.33,357.2491,368.567
15/08/2022,648080.5842,1781.4,0.89,20.25,4297.140137,15794.33008,8.3,2.33,357.2923,368.6066
16/08/2022,643301.3471,1773.2,0.9,20.07,4305.200195,15846.79004,8.3,2.33,357.3756,368.6872
17/08/2022,641234.9361,1760.3,0.89,19.71,4274.040039,15734.11035,8.3,2.33,357.3151,368.6827
18/08/2022,636816.4618,1755.3,0.861,19.45,4283.740234,15763.90039,8.3,2.33,357.3367,368.7038
19/08/2022,634073.2697,1747.6,0.89,19.06,4228.47998,15588.32031,8.3,2.33,357.41,368.72
22/08/2022,630943.8553,1734,0.89,18.87,4137.990234,15341.84961,8.3,2.33,357.3779,368.6905
23/08/2022,628123.755,1746.8,1.2,19.01,4128.72998,15338.15039,8.3,2.33,357.4017,368.7116
24/08/2022,630154.38,1747.8,1.2,18.9,4140.77002,15392.05957,8.3,2.33,357.4017,368.7116
25/08/2022,633813.8551,1757.7,1.2,19.11,4199.120117,15595.24023,8.3,2.33,357.4017,368.7116
26/08/2022,634418.9433,1736.1,1.2,18.74,4057.659912,15178.20996,8.3,2.33,357.8045,369.0166
29/08/2022,623633.3045,1736.6,1.2,18.56,4030.610107,15118.84961,8.3,2.33,357.8093,368.783
30/08/2022,626579.8277,1723.2,0.998,18.16,3986.159912,14931.41992,8.3,2.33,357.9322,368.899
31/08/2022,622173.1342,1712.8,0.911,17.76,3955,14801.24023,8.3,2.33,357.5571,368.9007
1/9/2022,615711.2287,1696.6,0.984,17.55,3966.850098,14771.90039,8.2,2.33,357.5138,368.8612
2/9/2022,613501.7358,1709.8,0.93,17.78,3924.26001,14689.5,8.2,2.33,357.8334,369.0956
5/9/2022,617806.6053,1707.5136,1.0046,17.962,3972.576025,14862.58203,8.2,2.33,358.0556,369.028
6/9/2022,620792.1823,1700.4,0.93,17.8,3908.189941,14631.51953,8.2,2.33,358.0556,369.028
7/9/2022,614040.1831,1715.3,0.93,18.14,3979.870117,14844.57031,8.2,2.33,358.33,369.3395
8/9/2022,620660.9428,1708,0.933,18.33,4006.179932,14961.76953,8.2,2.33,358.4178,369.3806
9/9/2022,621594.8879,1716.2,0.933,18.66,4067.360107,15190.79004,8.2,2.33,358.5388,369.5017
12/9/2022,621279.849,1728.1,0.965,19.75,4110.410156,15352.17969,8.2,2.33,358.7807,369.6151
13/09/2022,623772.3659,1705,0.97,19.39,3932.689941,14820.79004,8.2,2.33,358.788,369.6183
14/09/2022,617398.9429,1696.5,0.97,19.47,3946.01001,14843.20996,8.2,2.33,358.9306,369.7126
15/09/2022,614340.0643,1665.4,1,19.17,3901.350098,14722.03027,8.2,2.33,358.9306,369.7126
16/09/2022,603341.2095,1671.7,1,19.3,3873.330078,14573.91016,8.2,2.33,358.9434,369.9135
19/09/2022,605567.4014,1666.2,0.99,19.27,3899.889893,14674.45996,8.2,2.33,359.175,369.9371
20/09/2022,608316.5685,1659.7,0.99,19.1,3855.929932,14474.71973,8.2,2.33,359.1381,369.9003
21/09/2022,604566.8135,1664.6,0.978,19.41,3789.929932,14236.61035,8.2,2.33,359.1797,369.9424
22/09/2022,602193.7016,1670.8,0.969,19.55,3757.98999,14116.58984,8.2,3.08,359.1876,369.9235
23/09/2022,606412.2326,1645.3,0.981,18.84,3693.22998,13796.99023,8.2,3.08,359.1876,369.9235
26/09/2022,595644.1005,1623.3,0.955,18.41,3655.040039,13580.38965,8.2,3.08,359.1876,369.9371
27/09/2022,591531.8447,1626.7,0.955,18.26,3647.290039,13541.75977,8.2,3.08,359.1876,369.9371
28/09/2022,589447.583,1660.4,0.955,18.8,3719.040039,13833.17969,8.2,3.08,359.1876,369.9371
29/09/2022,600537.5711,1658.5,1.01,18.61,3640.469971,13608.29004,8.2,3.08,359.1618,369.9103
30/09/2022,602776.9,1662.4,1.01,18.96,3585.620117,13472.17969,8.2,3.08,359.1618,369.9103
3/10/2022,604681.2178,1692.9,0.99,20.52,3678.429932,13855.71973,7.7,3.08,359.1618,369.9103
4/10/2022,615639.8905,1721.1,1.03,21.04,3790.929932,14319.49023,7.7,3.08,359.1618,369.9103
5/10/2022,624295.0555,1711.4,0.99,20.48,3783.280029,14262.03027,7.7,3.08,359.1618,369.9103
6/10/2022,624494.6505,1711.7,1.06,20.59,3744.52002,14087.37988,7.7,3.08,359.1618,369.8629
7/10/2022,620462.9948,1700.5,1.05,20.19,3639.659912,13798.25977,7.7,3.08,359.1671,369.9156
10/10/2022,,1667.3,1.02,19.56,3612.389893,13693.57031,7.7,3.08,,
11/10/2022,604406.6476,1678.7,1.02,19.43,3588.840088,13608.08984,7.7,3.08,359.2355,369.9682
12/10/2022,603682.3355,1670.3,1.04,18.88,3577.030029,13546.79981,7.7,3.08,359.6618,370.3945
13/10/2022,606203.057,1670,1.02,18.86,3669.909912,13888.96973,7.7,3.08,359.6987,370.4261
14/10/2022,605722.9671,1641.7,1.02,18.01,3583.070068,13607.30957,7.7,3.08,359.8172,370.7183
17/10/2022,599749.6055,1657,1.02,18.67,3677.949951,13923.20996,7.7,3.08,360.3548,370.8637
18/10/2022,599593.3521,1649,1.02,18.57,3719.97998,14089.2002,7.7,3.08,360.4084,370.9316
19/10/2022,600111.1686,1627.5,1.02,18.34,3695.159912,13947.25977,7.7,3.08,360.4507,370.975
20/10/2022,589856.585,1630.8,1.02,18.67,3665.780029,13840.46973,7.7,3.08,360.5935,371.1179
21/10/2022,590981.2461,1651,1.02,19.04,3752.75,14144.04981,7.7,3.08,360.7312,371.2425
24/10/2022,,1648.7,1.02,19.17,3797.340088,14226.11035,7.7,3.08,,
